dur,proto,state,stos,dtos,tot_pkts,tot_bytes,src_bytes,BinaryLabel
0.14105,3,1,0.0,0.0,2,283,76,1
0.016431,3,1,0.0,0.0,2,253,76,1
0.032078,3,1,0.0,0.0,2,253,76,1
0.038954,3,1,0.0,0.0,2,247,73,1
0.039007,3,1,0.0,0.0,2,261,77,1
0.053757,3,1,0.0,0.0,2,269,76,1
0.107196,3,1,0.0,0.0,2,358,87,1
0.124741,3,1,0.0,0.0,2,360,88,1
0.017131,3,1,0.0,0.0,2,269,76,1
0.053674,3,1,0.0,0.0,2,263,73,1
0.017001,3,1,0.0,0.0,2,271,77,1
0.54298,2,21,0.0,0.0,9,544,302,1
0.022987,3,1,0.0,0.0,2,406,87,1
0.016648,3,1,0.0,0.0,2,392,88,1
0.000412,3,1,0.0,0.0,2,140,70,1
8.971464,3,1,0.0,0.0,2,142,71,1
0.107735,3,1,0.0,0.0,2,357,73,1
0.06454,3,1,0.0,0.0,2,236,68,1
0.055678,3,1,0.0,0.0,2,236,71,1
0.062032,3,1,0.0,0.0,2,220,73,1
0.06473,3,1,0.0,0.0,2,252,69,1
0.106901,3,1,0.0,0.0,2,357,73,1
0.107861,3,1,0.0,0.0,2,357,73,1
0.107365,3,1,0.0,0.0,2,357,73,1
0.106909,3,1,0.0,0.0,2,357,73,1
0.107241,3,1,0.0,0.0,2,357,73,1
0.145649,3,1,0.0,0.0,2,168,76,1
0.107178,3,1,0.0,0.0,2,357,73,1
0.107147,3,1,0.0,0.0,2,357,73,1
0.107343,3,1,0.0,0.0,2,357,73,1
0.106817,3,1,0.0,0.0,2,357,73,1
0.107202,3,1,0.0,0.0,2,357,73,1
0.107261,3,1,0.0,0.0,2,357,73,1
0.107242,3,1,0.0,0.0,2,357,73,1
0.107007,3,1,0.0,0.0,2,357,73,1
0.106976,3,1,0.0,0.0,2,357,73,1
0.107727,3,1,0.0,0.0,2,357,73,1
0.107561,3,1,0.0,0.0,2,357,73,1
0.106602,3,1,0.0,0.0,2,357,73,1
0.107192,3,1,0.0,0.0,2,357,73,1
30.001482,3,1,0.0,0.0,2,148,74,1
0.109574,3,1,0.0,0.0,2,357,73,1
0.107981,3,1,0.0,0.0,2,357,73,1
0.484375,3,1,0.0,0.0,2,202,74,1
0.10796,3,1,0.0,0.0,2,357,73,1
0.109326,3,1,0.0,0.0,2,357,73,1
0.107063,3,1,0.0,0.0,2,357,73,1
0.050643,3,1,0.0,0.0,2,197,70,1
0.10662,3,1,0.0,0.0,2,357,73,1
0.107026,3,1,0.0,0.0,2,357,73,1
0.107162,3,1,0.0,0.0,2,357,73,1
0.107419,3,1,0.0,0.0,2,357,73,1
0.000362,3,1,0.0,0.0,2,152,76,1
0.107392,3,1,0.0,0.0,2,357,73,1
0.106968,3,1,0.0,0.0,2,357,73,1
0.236069,3,1,0.0,0.0,2,146,73,1
0.055432,3,1,0.0,0.0,2,188,71,1
0.000437,3,1,0.0,0.0,2,138,69,1
0.089102,3,1,0.0,0.0,2,395,70,1
0.055234,3,1,0.0,0.0,2,236,71,1
0.44081,3,1,0.0,0.0,2,317,74,1
0.103224,3,1,0.0,0.0,2,201,74,1
0.105312,3,1,0.0,0.0,2,197,74,1
0.110989,3,1,0.0,0.0,2,428,74,1
34.89625,2,26,0.0,0.0,99,83006,2342,1
0.113249,3,1,0.0,0.0,2,150,75,1
0.070098,3,1,0.0,0.0,2,229,76,1
0.069076,3,1,0.0,0.0,2,185,69,1
0.085979,3,1,0.0,0.0,2,249,69,1
0.027532,3,1,0.0,0.0,2,238,76,1
0.055013,3,1,0.0,0.0,2,211,76,1
1.961556,3,1,0.0,0.0,2,142,71,1
0.000265,3,1,0.0,0.0,2,152,76,1
16.983849,3,1,0.0,0.0,2,140,70,1
19.836027,3,1,0.0,0.0,2,254,68,1
0.067393,3,1,0.0,0.0,2,197,70,1
0.055827,3,1,0.0,0.0,2,261,76,1
30.000729,3,1,0.0,0.0,2,146,73,1
0.000389,3,1,0.0,0.0,2,138,69,1
0.000345,3,1,0.0,0.0,2,142,71,1
0.018078,2,9,0.0,0.0,7,478,272,0
20.977053,3,1,0.0,0.0,2,148,74,1
0.000353,3,1,0.0,0.0,2,146,73,1
30.001207,3,1,0.0,0.0,2,142,71,1
0.000484,3,1,0.0,0.0,2,152,76,1
0.000382,3,1,0.0,0.0,2,140,70,1
15.856543,3,1,0.0,0.0,2,142,71,1
10.965085,3,1,0.0,0.0,2,140,70,1
0.055402,3,1,0.0,0.0,2,192,73,1
0.000388,3,1,0.0,0.0,2,142,71,1
0.050622,3,1,0.0,0.0,2,197,70,1
0.105654,3,1,0.0,0.0,2,197,74,1
0.122202,3,1,0.0,0.0,2,150,75,1
0.055468,3,1,0.0,0.0,2,240,73,1
22.919397,3,1,0.0,0.0,2,146,73,1
11.775108,3,1,0.0,0.0,2,254,68,1
0.000404,3,1,0.0,0.0,2,140,70,1
24.99375,3,1,0.0,0.0,2,142,71,1
13.968315,3,1,0.0,0.0,2,148,74,1
6.958602,3,1,0.0,0.0,2,140,70,1
0.000211,3,1,0.0,0.0,2,210,80,0
0.000273,3,1,0.0,0.0,2,210,80,0
0.000205,3,1,0.0,0.0,2,298,80,0
0.000432,3,1,0.0,0.0,2,244,73,0
0.000377,3,1,0.0,0.0,2,426,73,0
0.000216,3,1,0.0,0.0,2,142,71,1
0.000202,3,1,0.0,0.0,2,218,74,0
374.3081,2,14,0.0,0.0,92,35803,26301,0
250.04977,2,49,0.0,0.0,27,2559,1463,0
240.05,2,49,0.0,0.0,26,2493,1397,0
240.05011,2,49,0.0,0.0,26,2493,1397,0
240.04964,2,49,0.0,0.0,26,2493,1397,0
240.04922,2,49,0.0,0.0,26,2493,1397,0
0.018471,2,9,0.0,0.0,6,412,272,0
0.000292,3,1,0.0,0.0,2,146,73,1
0.10551,3,1,0.0,0.0,2,197,74,1
0.110834,3,1,0.0,0.0,2,150,75,1
67.35428,2,9,0.0,0.0,9,610,338,0
17.913647,3,1,0.0,0.0,2,146,73,1
0.050521,3,1,0.0,0.0,2,197,70,1
1.356904,2,14,0.0,0.0,12,2829,714,1
0.224451,2,14,0.0,0.0,10,1218,549,0
20.986668,3,1,0.0,0.0,2,142,71,1
0.000305,3,1,0.0,0.0,2,140,70,1
0.000374,3,1,0.0,0.0,2,138,69,1
1.952216,3,1,0.0,0.0,2,140,70,1
0.105348,3,1,0.0,0.0,2,197,74,1
2.776485,3,1,0.0,0.0,2,254,68,1
1.066415,2,57,0.0,0.0,6,366,186,1
16.98245,3,1,0.0,0.0,2,142,71,1
12.90414,3,1,0.0,0.0,2,146,73,1
0.05077,3,1,0.0,0.0,2,197,70,1
4.943197,3,1,0.0,0.0,2,148,74,1
0.106755,3,1,0.0,0.0,2,150,75,1
0.000491,3,1,0.0,0.0,2,138,69,1
0.000285,3,1,0.0,0.0,2,146,73,1
0.057467,3,1,0.0,0.0,2,197,74,1
0.107303,3,1,0.0,0.0,2,207,74,1
0.018546,2,9,0.0,0.0,7,478,272,0
0.067612,3,1,0.0,0.0,2,197,70,1
0.000441,3,1,0.0,0.0,2,140,70,1
30.001537,3,1,0.0,0.0,2,140,70,1
7.116093,3,1,0.0,0.0,2,146,73,1
30.001722,3,1,0.0,0.0,2,148,74,1
0.058745,3,1,0.0,0.0,2,197,74,1
0.113238,3,1,0.0,0.0,2,150,75,1
0.000505,3,1,0.0,0.0,2,146,73,1
9.96206,3,1,0.0,0.0,2,142,71,1
3598.3752,2,30,0.0,0.0,7593,466823,227220,1
0.001121,3,1,0.0,0.0,2,180,90,0
0.065416,3,1,0.0,0.0,2,197,70,1
0.105379,3,1,0.0,0.0,2,197,74,1
5.944746,3,1,0.0,0.0,2,142,71,1
0.104331,3,1,0.0,0.0,2,150,75,1
0.000374,3,1,0.0,0.0,2,146,73,1
0.504754,2,14,0.0,0.0,11,2769,714,1
22.981688,3,1,0.0,0.0,2,148,74,1
20.978855,3,1,0.0,0.0,2,140,70,1
0.00038,3,1,0.0,0.0,2,140,70,1
0.018022,2,9,0.0,0.0,7,478,272,0
30.001526,3,1,0.0,0.0,2,146,73,1
0.065541,3,1,0.0,0.0,2,197,70,1
0.000469,3,1,0.0,0.0,2,138,69,1
0.939198,3,1,0.0,0.0,2,142,71,1
18.96497,3,1,0.0,0.0,2,148,74,1
0.058028,3,1,0.0,0.0,2,197,74,1
24.993753,3,1,0.0,0.0,2,146,73,1
0.105356,3,1,0.0,0.0,2,150,75,1
13.958388,3,1,0.0,0.0,2,140,70,1
0.000356,3,1,0.0,0.0,2,138,69,1
0.050562,3,1,0.0,0.0,2,197,70,1
0.000546,3,1,0.0,0.0,2,400,74,0
0.112648,3,1,0.0,0.0,2,232,74,1
19.986668,3,1,0.0,0.0,2,146,73,1
6.354188,3,1,0.0,0.0,2,142,71,1
0.000934,3,1,0.0,0.0,2,140,70,1
0.259798,2,14,0.0,0.0,10,1219,549,0
9.952747,3,1,0.0,0.0,2,148,74,1
0.000322,3,1,0.0,0.0,2,138,69,1
0.000328,3,1,0.0,0.0,2,146,73,1
6.948579,3,1,0.0,0.0,2,140,70,1
0.105419,3,1,0.0,0.0,2,197,74,1
0.065663,3,1,0.0,0.0,2,197,70,1
0.073045,3,1,0.0,0.0,2,150,75,1
14.857751,3,1,0.0,0.0,2,146,73,1
30.002392,3,1,0.0,0.0,2,142,71,1
0.000334,3,1,0.0,0.0,2,140,70,1
20.86969,3,1,0.0,0.0,2,142,71,1
0.000376,3,1,0.0,0.0,2,146,73,1
0.069029,3,1,0.0,0.0,2,278,69,1
0.069182,3,1,0.0,0.0,2,222,77,1
0.029037,3,1,0.0,0.0,2,227,80,1
0.029072,3,1,0.0,0.0,2,266,76,1
0.000751,3,1,0.0,0.0,2,219,76,1
0.029171,3,1,0.0,0.0,2,263,76,1
0.103412,3,1,0.0,0.0,2,189,73,1
0.069386,3,1,0.0,0.0,2,243,75,1
0.067761,3,1,0.0,0.0,2,228,76,1
0.000814,3,1,0.0,0.0,2,298,79,1
0.107213,3,1,0.0,0.0,2,188,73,1
0.069465,3,1,0.0,0.0,2,201,74,1
0.029015,3,1,0.0,0.0,2,200,76,1
0.000805,3,1,0.0,0.0,2,198,78,1
0.068005,3,1,0.0,0.0,2,186,72,1
0.028991,3,1,0.0,0.0,2,209,79,1
0.069446,3,1,0.0,0.0,2,225,73,1
0.069145,3,1,0.0,0.0,2,210,71,1
0.003015,3,1,0.0,0.0,2,242,74,1
0.104706,3,1,0.0,0.0,2,215,71,1
0.066983,3,1,0.0,0.0,2,218,73,1
0.055996,3,1,0.0,0.0,2,187,71,1
0.00257,3,1,0.0,0.0,2,178,69,1
0.029068,3,1,0.0,0.0,2,207,68,1
0.000659,3,1,0.0,0.0,2,187,71,1
0.000769,3,1,0.0,0.0,2,220,74,1
0.066345,3,1,0.0,0.0,2,218,75,1
0.069332,3,1,0.0,0.0,2,187,74,1
0.000731,3,1,0.0,0.0,2,195,71,1
0.000836,3,1,0.0,0.0,2,215,70,1
0.103506,3,1,0.0,0.0,2,191,70,1
0.000602,3,1,0.0,0.0,2,191,68,1
0.000723,3,1,0.0,0.0,2,215,71,1
0.00071,3,1,0.0,0.0,2,234,81,1
0.000757,3,1,0.0,0.0,2,190,71,1
0.001004,3,1,0.0,0.0,2,208,68,1
0.069099,3,1,0.0,0.0,2,182,68,1
0.056163,3,1,0.0,0.0,2,191,72,1
0.029044,3,1,0.0,0.0,2,231,77,1
0.10361,3,1,0.0,0.0,2,262,70,1
0.06948,3,1,0.0,0.0,2,218,73,1
0.000664,3,1,0.0,0.0,2,221,75,1
0.069542,3,1,0.0,0.0,2,207,70,1
0.029309,3,1,0.0,0.0,2,187,70,1
0.069432,3,1,0.0,0.0,2,197,75,1
0.069141,3,1,0.0,0.0,2,222,70,1
0.069188,3,1,0.0,0.0,2,208,68,1
0.00092,3,1,0.0,0.0,2,184,71,1
0.068189,3,1,0.0,0.0,2,205,79,1
0.000705,3,1,0.0,0.0,2,219,72,1
0.000742,3,1,0.0,0.0,2,187,70,1
0.017469,3,1,0.0,0.0,2,245,73,1
0.016233,3,1,0.0,0.0,2,575,70,1
0.068177,3,1,0.0,0.0,2,209,66,1
0.068386,3,1,0.0,0.0,2,215,68,1
0.000791,3,1,0.0,0.0,2,187,70,1
0.055672,3,1,0.0,0.0,2,218,74,1
0.103557,3,1,0.0,0.0,2,183,68,1
0.029286,3,1,0.0,0.0,2,218,73,1
0.029209,3,1,0.0,0.0,2,209,68,1
0.029155,3,1,0.0,0.0,2,229,78,1
0.000791,3,1,0.0,0.0,2,195,73,1
0.067699,3,1,0.0,0.0,2,217,69,1
0.0007,3,1,0.0,0.0,2,187,74,1
0.000598,3,1,0.0,0.0,2,212,68,1
0.103353,3,1,0.0,0.0,2,186,70,1
0.000693,3,1,0.0,0.0,2,214,71,1
0.067845,3,1,0.0,0.0,2,175,68,1
0.00098,3,1,0.0,0.0,2,186,70,1
0.029152,3,1,0.0,0.0,2,178,68,1
0.103335,3,1,0.0,0.0,2,214,71,1
0.103505,3,1,0.0,0.0,2,219,70,1
0.103631,3,1,0.0,0.0,2,208,68,1
0.000825,3,1,0.0,0.0,2,231,67,1
0.068464,3,1,0.0,0.0,2,190,72,1
0.000821,3,1,0.0,0.0,2,183,70,1
0.103466,3,1,0.0,0.0,2,214,69,1
0.069528,3,1,0.0,0.0,2,258,70,1
0.023075,3,1,0.0,0.0,2,398,72,1
0.032654,3,1,0.0,0.0,2,198,73,1
0.067698,3,1,0.0,0.0,2,189,70,1
0.000703,3,1,0.0,0.0,2,394,69,1
0.000732,3,1,0.0,0.0,2,404,74,1
0.123974,3,1,0.0,0.0,2,412,79,1
0.001077,3,1,0.0,0.0,2,209,65,1
0.002869,3,1,0.0,0.0,2,410,78,1
0.000716,3,1,0.0,0.0,2,414,79,1
0.0035,3,1,0.0,0.0,2,412,79,1
0.175026,3,1,0.0,0.0,2,408,77,1
0.016476,3,1,0.0,0.0,2,408,77,1
0.025154,3,1,0.0,0.0,2,398,72,1
0.174968,3,1,0.0,0.0,2,414,80,1
0.103502,3,1,0.0,0.0,2,210,69,1
0.000727,3,1,0.0,0.0,2,189,72,1
0.103274,3,1,0.0,0.0,2,182,71,1
0.00075,3,1,0.0,0.0,2,244,66,1
0.000683,3,1,0.0,0.0,2,226,74,1
0.069139,3,1,0.0,0.0,2,217,70,1
0.000722,3,1,0.0,0.0,2,183,67,1
0.000707,3,1,0.0,0.0,2,207,72,1
0.068353,3,1,0.0,0.0,2,267,72,1
0.103386,3,1,0.0,0.0,2,254,71,1
0.069142,3,1,0.0,0.0,2,244,66,1
0.000754,3,1,0.0,0.0,2,223,73,1
0.103332,3,1,0.0,0.0,2,213,68,1
0.069406,3,1,0.0,0.0,2,202,69,1
0.00078,3,1,0.0,0.0,2,213,68,1
0.028923,3,1,0.0,0.0,2,183,68,1
0.029148,3,1,0.0,0.0,2,204,66,1
0.000947,3,1,0.0,0.0,2,247,68,1
0.06935,3,1,0.0,0.0,2,200,66,1
0.029176,3,1,0.0,0.0,2,209,66,1
0.00078,3,1,0.0,0.0,2,219,71,1
0.067659,3,1,0.0,0.0,2,216,67,1
0.000785,3,1,0.0,0.0,2,222,75,1
0.000704,3,1,0.0,0.0,2,219,71,1
0.000723,3,1,0.0,0.0,2,229,76,1
0.103445,3,1,0.0,0.0,2,259,77,1
0.067558,3,1,0.0,0.0,2,195,73,1
0.028989,3,1,0.0,0.0,2,186,71,1
0.069169,3,1,0.0,0.0,2,188,71,1
0.029134,3,1,0.0,0.0,2,214,71,1
0.028917,3,1,0.0,0.0,2,187,70,1
0.000743,3,1,0.0,0.0,2,184,72,1
0.029017,3,1,0.0,0.0,2,180,69,1
0.069189,3,1,0.0,0.0,2,217,70,1
0.0008,3,1,0.0,0.0,2,203,72,1
0.069173,3,1,0.0,0.0,2,223,73,1
0.029045,3,1,0.0,0.0,2,234,78,1
0.02922,3,1,0.0,0.0,2,204,79,1
1.06905,3,1,0.0,0.0,2,253,69,1
0.111954,3,1,0.0,0.0,2,201,80,1
0.064893,3,1,0.0,0.0,2,260,79,1
0.234873,3,1,0.0,0.0,2,264,76,1
1.035861,3,1,0.0,0.0,2,299,78,1
0.165004,3,1,0.0,0.0,2,310,79,1
0.099792,3,1,0.0,0.0,2,313,74,1
0.25098,3,1,0.0,0.0,2,233,69,1
0.06936,3,1,0.0,0.0,2,210,73,1
0.934656,3,1,0.0,0.0,2,256,71,1
0.05687,3,1,0.0,0.0,2,273,74,1
0.319107,3,1,0.0,0.0,2,259,71,1
0.067076,3,1,0.0,0.0,2,212,70,1
0.033935,3,1,0.0,0.0,2,261,79,1
0.000635,3,1,0.0,0.0,2,196,73,1
0.029059,3,1,0.0,0.0,2,190,75,1
0.079177,3,1,0.0,0.0,2,411,76,1
0.114315,3,1,0.0,0.0,2,254,76,1
0.105031,3,1,0.0,0.0,2,304,76,1
0.103012,3,1,0.0,0.0,2,217,75,1
0.000696,3,1,0.0,0.0,2,211,72,1
0.174897,3,1,0.0,0.0,2,497,79,1
0.079172,3,1,0.0,0.0,2,248,68,1
0.021426,3,1,0.0,0.0,2,549,73,1
0.103332,3,1,0.0,0.0,2,226,81,1
0.061407,3,1,0.0,0.0,2,356,68,1
0.133332,3,1,0.0,0.0,2,249,82,1
0.061269,3,1,0.0,0.0,2,198,71,1
0.051198,3,1,0.0,0.0,2,219,81,1
0.121532,3,1,0.0,0.0,2,262,71,1
0.067793,3,1,0.0,0.0,2,224,78,1
0.017915,2,9,0.0,0.0,6,412,272,0
0.04975,3,1,0.0,0.0,2,327,71,1
0.060909,3,1,0.0,0.0,2,373,69,1
0.054478,3,1,0.0,0.0,2,258,77,1
0.074992,3,1,0.0,0.0,2,317,75,1
0.027588,3,1,0.0,0.0,2,265,76,1
0.907588,3,1,0.0,0.0,2,255,72,1
0.005707,3,1,0.0,0.0,2,265,74,1
0.17521,3,1,0.0,0.0,2,227,82,1
0.068618,3,1,0.0,0.0,2,472,73,1
0.056956,3,1,0.0,0.0,2,277,73,1
0.056333,3,1,0.0,0.0,2,263,71,1
0.05141,3,1,0.0,0.0,2,354,75,1
0.017257,3,1,0.0,0.0,2,255,75,1
0.058562,3,1,0.0,0.0,2,207,77,1
1.065345,3,1,0.0,0.0,2,268,73,1
0.113337,3,1,0.0,0.0,2,206,71,1
0.891233,3,1,0.0,0.0,2,253,73,1
0.06937,3,1,0.0,0.0,2,211,72,1
0.094338,3,1,0.0,0.0,2,252,71,1
0.114963,3,1,0.0,0.0,2,253,71,1
0.000981,3,1,0.0,0.0,2,204,70,1
0.073369,3,1,0.0,0.0,2,251,72,1
0.052781,3,1,0.0,0.0,2,271,72,1
0.052397,3,1,0.0,0.0,2,267,70,1
0.166151,3,1,0.0,0.0,2,224,70,1
0.103985,3,1,0.0,0.0,2,254,75,1
0.17808,3,1,0.0,0.0,2,233,68,1
0.000683,3,1,0.0,0.0,2,218,75,1
0.052442,3,1,0.0,0.0,2,267,70,1
0.876281,3,1,0.0,0.0,2,342,73,1
0.103079,3,1,0.0,0.0,2,252,75,1
0.041202,3,1,0.0,0.0,2,265,70,1
0.075581,3,1,0.0,0.0,2,223,70,1
0.023224,3,1,0.0,0.0,2,439,79,1
0.064172,3,1,0.0,0.0,2,303,73,1
0.181187,3,1,0.0,0.0,2,241,70,1
0.927648,3,1,0.0,0.0,2,232,73,1
0.002058,3,1,0.0,0.0,2,611,77,1
0.14516,3,1,0.0,0.0,2,266,75,1
0.027686,3,1,0.0,0.0,2,238,76,1
0.10763,3,1,0.0,0.0,2,254,70,1
0.027613,3,1,0.0,0.0,2,391,68,1
0.064168,3,1,0.0,0.0,2,168,68,1
0.064346,3,1,0.0,0.0,2,303,73,1
0.064382,3,1,0.0,0.0,2,299,71,1
1.471192,3,1,0.0,0.0,2,274,79,1
0.103293,3,1,0.0,0.0,2,258,76,1
0.078168,3,1,0.0,0.0,2,241,68,1
0.066063,3,1,0.0,0.0,2,266,78,1
0.068383,3,1,0.0,0.0,2,255,70,1
0.029453,3,1,0.0,0.0,2,210,76,1
0.113328,3,1,0.0,0.0,2,218,74,1
0.00037,3,1,0.0,0.0,2,329,85,1
0.0669,3,1,0.0,0.0,2,258,69,1
0.054333,3,1,0.0,0.0,2,319,66,1
0.059151,3,1,0.0,0.0,2,284,67,1
0.147522,3,1,0.0,0.0,2,378,68,1
0.029243,3,1,0.0,0.0,2,220,79,1
1.169111,3,1,0.0,0.0,2,206,70,1
0.109298,3,1,0.0,0.0,2,238,71,1
1.042453,3,1,0.0,0.0,2,230,68,1
0.069093,3,1,0.0,0.0,2,250,72,1
0.016245,3,1,0.0,0.0,2,247,69,1
0.024481,3,1,0.0,0.0,2,298,74,1
0.057408,3,1,0.0,0.0,2,395,69,1
0.130582,3,1,0.0,0.0,2,226,72,1
0.055904,3,1,0.0,0.0,2,246,65,1
0.243349,3,1,0.0,0.0,2,247,68,1
0.023403,3,1,0.0,0.0,2,217,74,1
0.072825,3,1,0.0,0.0,2,187,68,1
0.016299,3,1,0.0,0.0,2,319,78,1
0.023547,3,1,0.0,0.0,2,284,79,1
0.154,3,1,0.0,0.0,2,341,73,1
0.016108,3,1,0.0,0.0,2,224,80,1
0.016289,3,1,0.0,0.0,2,280,79,1
0.06408,3,1,0.0,0.0,2,259,72,1
0.016271,3,1,0.0,0.0,2,228,74,1
0.065287,3,1,0.0,0.0,2,233,70,1
0.103248,3,1,0.0,0.0,2,218,74,1
0.24059,3,1,0.0,0.0,2,258,72,1
0.016119,3,1,0.0,0.0,2,307,77,1
0.067277,3,1,0.0,0.0,2,223,75,1
0.051438,3,1,0.0,0.0,2,394,66,1
0.077659,3,1,0.0,0.0,2,350,70,1
0.27798,3,1,0.0,0.0,2,364,76,1
0.030214,3,1,0.0,0.0,2,295,74,1
0.01646,3,1,0.0,0.0,2,322,72,1
0.051289,3,1,0.0,0.0,2,218,71,1
0.117478,3,1,0.0,0.0,2,258,70,1
0.103549,3,1,0.0,0.0,2,218,77,1
0.2923,3,1,0.0,0.0,2,215,67,1
0.137949,3,1,0.0,0.0,2,218,77,1
0.05646,3,1,0.0,0.0,2,329,70,1
0.067324,3,1,0.0,0.0,2,293,68,1
0.053901,3,1,0.0,0.0,2,273,73,1
0.053711,3,1,0.0,0.0,2,301,68,1
0.07784,3,1,0.0,0.0,2,246,69,1
0.224756,3,1,0.0,0.0,2,171,68,1
0.054393,3,1,0.0,0.0,2,398,71,1
0.052588,3,1,0.0,0.0,2,410,68,1
0.066178,3,1,0.0,0.0,2,187,75,1
0.053807,3,1,0.0,0.0,2,305,70,1
0.156158,3,1,0.0,0.0,2,311,66,1
0.094209,3,1,0.0,0.0,2,195,71,1
0.016192,3,1,0.0,0.0,2,286,79,1
0.09366,3,1,0.0,0.0,2,205,76,1
0.050931,3,1,0.0,0.0,2,467,72,1
0.144201,3,1,0.0,0.0,2,241,66,1
0.066194,3,1,0.0,0.0,2,231,69,1
0.056369,3,1,0.0,0.0,2,281,66,1
0.072831,3,1,0.0,0.0,2,214,71,1
0.065757,3,1,0.0,0.0,2,219,69,1
0.072877,3,1,0.0,0.0,2,363,72,1
0.053939,3,1,0.0,0.0,2,397,71,1
0.204188,3,1,0.0,0.0,2,267,72,1
0.276224,3,1,0.0,0.0,2,237,86,1
0.172227,3,1,0.0,0.0,2,514,71,1
0.027675,3,1,0.0,0.0,2,365,66,1
0.051236,3,1,0.0,0.0,2,321,71,1
0.061655,3,1,0.0,0.0,2,446,70,1
0.053722,3,1,0.0,0.0,2,301,68,1
0.069024,3,1,0.0,0.0,2,391,69,1
0.029042,3,1,0.0,0.0,2,214,72,1
0.016197,3,1,0.0,0.0,2,311,77,1
0.016355,3,1,0.0,0.0,2,274,80,1
0.162211,3,1,0.0,0.0,2,259,73,1
0.016954,3,1,0.0,0.0,2,266,78,1
0.06657,3,1,0.0,0.0,2,268,79,1
0.000465,3,1,0.0,0.0,2,138,69,1
0.054663,3,1,0.0,0.0,2,236,76,1
0.3829,3,1,0.0,0.0,2,399,71,1
0.024393,3,1,0.0,0.0,2,429,74,1
0.028474,3,1,0.0,0.0,2,254,70,1
0.627163,3,1,0.0,0.0,2,370,77,1
0.000363,3,1,0.0,0.0,2,249,73,1
0.144422,3,1,0.0,0.0,2,255,73,1
0.000263,3,1,0.0,0.0,2,244,73,1
0.104318,3,1,0.0,0.0,2,220,78,1
1.347871,3,1,0.0,0.0,2,148,74,1
0.342043,3,1,0.0,0.0,2,140,70,1
0.083741,3,1,0.0,0.0,2,227,72,1
0.067084,3,1,0.0,0.0,2,260,77,1
0.18574,3,1,0.0,0.0,2,228,79,1
0.061983,3,1,0.0,0.0,2,206,75,1
0.055842,3,1,0.0,0.0,2,193,73,1
0.006938,3,1,0.0,0.0,2,210,73,1
0.578507,2,14,0.0,0.0,11,2769,714,1
0.134163,3,1,0.0,0.0,2,294,79,1
0.033993,3,1,0.0,0.0,2,294,79,1
0.002351,3,1,0.0,0.0,2,294,79,1
0.016432,3,1,0.0,0.0,2,294,79,1
0.203953,3,1,0.0,0.0,2,248,75,1
0.065944,3,1,0.0,0.0,2,172,78,1
0.073041,3,1,0.0,0.0,2,234,75,1
0.065921,3,1,0.0,0.0,2,172,78,1
0.069435,3,1,0.0,0.0,2,150,75,1
0.08789,3,1,0.0,0.0,2,227,72,1
0.172452,3,1,0.0,0.0,2,406,77,1
0.021361,3,1,0.0,0.0,2,222,79,1
0.051519,3,1,0.0,0.0,2,292,70,1
0.065348,3,1,0.0,0.0,2,236,75,1
0.062603,3,1,0.0,0.0,2,226,76,1
0.065009,3,1,0.0,0.0,2,245,75,1
0.034351,3,1,0.0,0.0,2,331,69,1
0.158201,3,1,0.0,0.0,2,332,74,1
0.023959,3,1,0.0,0.0,2,355,81,1
0.073204,3,1,0.0,0.0,2,230,73,1
0.060748,3,1,0.0,0.0,2,211,69,1
0.170409,3,1,0.0,0.0,2,215,76,1
0.120209,3,1,0.0,0.0,2,233,74,1
0.026169,3,1,0.0,0.0,2,381,78,1
0.105362,3,1,0.0,0.0,2,218,72,1
0.065735,3,1,0.0,0.0,2,244,74,1
0.01618,3,1,0.0,0.0,2,508,79,1
0.013639,3,1,0.0,0.0,2,344,79,1
0.020214,3,1,0.0,0.0,2,217,80,1
0.124014,3,1,0.0,0.0,2,379,72,1
0.028562,3,1,0.0,0.0,2,353,77,1
0.015294,3,1,0.0,0.0,2,267,72,1
0.103136,3,1,0.0,0.0,2,228,75,1
0.000428,3,1,0.0,0.0,2,287,75,1
0.277595,3,1,0.0,0.0,2,248,73,1
0.016265,3,1,0.0,0.0,2,268,72,1
0.017073,3,1,0.0,0.0,2,234,74,1
0.023497,3,1,0.0,0.0,2,158,79,1
0.061238,3,1,0.0,0.0,2,231,71,1
0.158792,3,1,0.0,0.0,2,178,81,1
0.066405,3,1,0.0,0.0,2,282,74,1
0.060877,3,1,0.0,0.0,2,329,85,1
0.016013,3,1,0.0,0.0,2,354,77,1
0.068941,3,1,0.0,0.0,2,223,73,1
0.015905,3,1,0.0,0.0,2,356,80,1
0.076111,3,1,0.0,0.0,2,230,72,1
0.000347,3,1,0.0,0.0,2,244,73,1
0.151264,3,1,0.0,0.0,2,268,78,1
0.034643,3,1,0.0,0.0,2,212,74,1
0.095478,3,1,0.0,0.0,2,208,79,1
0.020489,3,1,0.0,0.0,2,208,79,1
0.020146,3,1,0.0,0.0,2,208,79,1
0.060438,3,1,0.0,0.0,2,228,77,1
0.015851,3,1,0.0,0.0,2,321,81,1
0.016199,3,1,0.0,0.0,2,405,85,1
0.021618,3,1,0.0,0.0,2,405,85,1
0.095575,3,1,0.0,0.0,2,208,79,1
0.00047,3,1,0.0,0.0,2,275,69,1
0.138734,3,1,0.0,0.0,2,210,69,1
